id	filename	md5	size	state
dffa052d-8f8d-437a-bf3a-3c2c381f733b	TCGA-CS-4942-01A-01-TS1.953381a7-1f74-4773-944d-d9824975ccae.svs	55fd5cf1aea88ac913cfcac7f452ffd2	84996653	released
fa68a2e4-f8f9-4058-9378-06d9fbab2f81	TCGA-DU-5872-01A-01-TS1.a34ee506-74d7-41ca-9d6d-6e22f4a0c297.svs	33efb1e2b0848a0049b71d6546e770c7	102351441	released
d77d0d1e-1f83-4c77-98bc-f27e7af28cb4	TCGA-CS-6665-01A-01-TS1.111b7aec-72da-471b-80c8-6a3184a7e7eb.svs	9facb615b0706cfd18f56a1d96de6a22	163302025	released
aac19992-6e91-4545-b632-d693963e092d	TCGA-DU-7009-01A-01-BS1.c131b9d3-bc49-4a27-9e5e-6fd81f775c57.svs	4d349d41546e4d366924829bb6a68251	243526825	released
27686caf-6589-4296-acc0-c065d1825e9b	TCGA-HT-7902-01A-01-TS1.b7e267e1-bc1d-4e8e-94da-32be93ac6740.svs	a3fca8144791b800574f6dafa28c4ae0	228055433	released
2a39941b-3517-4068-b5a4-2e4c25976e45	TCGA-FG-8191-01A-01-TS1.146bdcad-561b-418b-b7d3-f333b50565fb.svs	effd08f5f0a6fd889bda3fc8917566a0	90859155	released
12c47f30-191c-4d7b-807e-91d93437dbb6	TCGA-DB-5274-01A-01-BS1.0c102194-d20b-47fe-b2cf-5d6648d43102.svs	d4bedd803140dd6b2029cd348d637f4c	300146023	released
f685aae8-96fd-48ad-ba5f-2c4e430d0217	TCGA-FG-7641-01B-01-TS1.ee24055f-4e18-49dd-b2cc-26e892077029.svs	7a66f846e9a6cca05b996dad7d43ae39	69476447	released
b4812b26-ec63-4dca-8928-03ab0477c789	TCGA-FG-7641-01B-01-BS1.860e7260-bb58-4dc1-8d7b-6a6fe4bd5455.svs	f346113e7632e9c125e42212b3bc5a9b	370670277	released
4968b9c3-e4bb-467f-bec7-6d86d8f7cadb	TCGA-HT-8010-01A-01-TS1.f4ee4fea-1117-4013-a132-7e58d215f817.svs	3fa6841991a9ca2a866173988c7b43ac	258316713	released
c82f236e-3bf0-4d23-bd0a-20b6d80e1605	TCGA-HW-7493-01A-01-TS1.657ec7fb-f3ae-40bd-b78d-1071021e60d0.svs	cccc89818286e262e14ae99f87a14e64	149206319	released
1973295a-4f93-4284-a775-53d64003d009	TCGA-HT-7606-01A-01-BS1.04314e91-e88b-4bee-b824-59ec10b7ae22.svs	4c983badc7748a69081dd4db849b14a1	625139857	released
94ff2335-a62b-488a-9988-9b1baf2e7826	TCGA-FG-6689-01A-01-TS1.9c1821f4-dd3c-4565-9e30-8e00a186d5fc.svs	848faff75805c6fa9e8ffbf5e603a570	196865969	released
f57c0b49-25c1-44ec-ba7d-b65270e7575e	TCGA-CS-5395-01A-01-TS1.d32788c9-bea6-4be0-931e-a9cca8b6e642.svs	47373bdfc394059ad07710a645804bab	13852611	released
7d42a8b1-b56c-4510-92d5-ddafa4547937	TCGA-HT-7609-01A-01-BS1.06a0f502-568c-4930-925b-0dd04eed26a7.svs	f5da81cfa2e2848327bfa9912efaff12	137277579	released
2b5acb86-fbcf-462f-8104-a8b3f353b0b6	TCGA-HT-7481-01A-01-BS1.f2ab272d-0854-43fc-809c-1acea5f3963f.svs	f947d91d4af79b883d74ae723f580b0b	169854159	released
89417bea-e32c-4bf6-b7f8-936a8d3694f9	TCGA-HT-7481-01A-01-TS1.f17cfae1-4694-4da5-9de0-4537cfc2a1c8.svs	0757327e1bb749dc6e9b27ec2f9fbb7e	115495419	released
7c50e185-a728-48c1-acc4-342ce0f0cd82	TCGA-IK-8125-01A-01-TS1.5feb46df-8ad0-4939-a39b-5f67c1beed28.svs	1f89bd22291ababad1ec1b7bc875147d	259677223	released
c6fba1b9-ef96-471e-963c-912f7ef6c91a	TCGA-HT-7602-01A-01-BS1.b1d6f1fa-829b-4924-a688-e48ae32d6c8e.svs	c809d36df045efba69365be6c3e6304e	563513435	released
631f0665-e7d0-4ebc-afee-187fb859dd6d	TCGA-HT-8109-01A-01-BS1.2d21c694-b17d-4602-84d3-7a0ca611b951.svs	9be8cd576ef17a13c0b6b908ffafdd40	349610035	released
1ed69c28-f706-4d9b-8fcd-c2429bab4fd7	TCGA-CS-6670-01A-01-TS1.71b7b79a-6ac8-47a8-97e1-51ff09ac343d.svs	221e5ac454e66cd046e96d6d36ff7446	123330183	released
ad0d0774-8090-4439-9ef6-0fde5fa9575a	TCGA-HW-8320-01A-01-BS1.9330e1ce-d3a4-4292-8c3a-e5e408ccca1f.svs	c104269a97a24a9291f7e15f03d6ae4a	369044209	released
0806e312-709a-45ce-80fc-91b5e4f91883	TCGA-DB-5270-01A-02-BS2.4cca32d3-c03d-4383-901e-8110fd63415a.svs	03a6095d31bfb60aab237a4cfcb23b0d	87108053	released
1501a9e9-4317-4ede-add1-f5484f5e7778	TCGA-IK-8125-01A-01-BS1.6b194533-6480-45a2-89ae-fd21f02ec0fa.svs	804a6ffc644312e54402e65be3496033	479334971	released
d84d641a-a349-49ab-ae49-17be10f613f1	TCGA-DB-5278-01A-01-TS1.3a6bb869-51cd-4c12-829e-31d8652a4795.svs	39f1b86dffd9ec9a2285481301a61722	405999679	released
b68693b9-48ae-4588-920e-21a5e8acd53f	TCGA-HT-8105-01A-01-TS1.483d429c-7aec-4c81-9bd7-a07b54510221.svs	302f6f5fb2df310027aeb2a8c63c695a	268042287	released
8f5c9bf0-18fd-4f46-9025-d6c0b90e9dc7	TCGA-DU-7009-01A-01-TS1.ae244b73-4afe-4cb5-bab8-5b41be295b63.svs	7299dc8cdc8dfd7ab50d574048170879	164919263	released
4e2683e0-3cc1-4ef8-aaf8-f19e2ec9a359	TCGA-HT-7902-01A-01-BS1.96d38dd5-30e0-4f63-b25f-9b27c1a97297.svs	c6d99bebafba58658a36d6bc6dfd0896	245313549	released
6e510e64-7d43-460f-8ee3-fd122b39f67a	TCGA-DU-6406-01A-01-TS1.ea5c46e5-4148-4a25-b58e-3025d18e6e05.svs	e7ce14495d5f7b89fe7abc54489240f7	127964913	released
ac589be5-1bcf-4d07-a7e9-1a6bdb39803d	TCGA-DU-6406-01A-01-BS1.958e41c3-b95b-4c37-a90f-4273d35337ba.svs	4de364a3ef2250bc48c46779d7f672bf	227399221	released
9ef23244-1854-4fe7-b11b-beab4f47ca66	TCGA-DH-5144-01A-01-BS1.5e350538-b82f-4cf0-8c70-9d5de5a311c6.svs	358d9da369af24c7d7d5766c7c7ba04c	74243059	released
45a1fb2b-54a0-4a24-8a11-a2d4e5f83f3e	TCGA-DH-5144-01A-01-TS1.2322f424-b701-49cb-8597-4273b679a209.svs	89df29d6f45d8047ccb6f98528b92341	79684701	released
cbf4032e-d3e6-4581-b4a8-110de0208d51	TCGA-E1-5311-01A-01-BS1.cb702181-a633-499f-8e21-1c6cfd92dbc4.svs	a1a3c630fb8b6125afd33ef580decb4d	228256895	released
a592045d-dab8-4042-a263-978f64de7c5f	TCGA-HT-7611-01A-01-BS1.12d5be3d-874d-4bd9-827b-b9546175e706.svs	3dc8ec30e6870ecc10b374718573a9ca	419664485	released
803eca4b-814e-482a-8c48-fd517bfd102f	TCGA-HT-7620-01A-01-TS1.8d2f6cea-d797-4ab2-99c7-fd2618424549.svs	df63bd5724db0b05abe383d474c98650	200448885	released
47082273-0f20-4dcf-b21d-64ca2c70bf9c	TCGA-DB-5274-01A-01-TS1.252cf808-f370-404f-9764-3d25c2cc3f3f.svs	b616f936140cfcd5b9e76ee5e41c1675	156152883	released
e191a2a3-8ff5-4679-81d0-df62b39b9b2e	TCGA-FG-8188-01A-01-TS1.2c38322c-5f90-44e1-b3ec-5e82f91e07c1.svs	a99e8c83734deebb4da58beaf1c01f73	125477143	released
912ec8f6-07b6-4798-a669-54bb52134dbf	TCGA-FG-8181-01A-01-BS1.96c980de-1224-484b-9731-f98cff63d967.svs	a25a7cd4e21e37a9743d2e7be790dba5	462684305	released
d1020aa8-3cd5-4a32-8e03-f2f431f41d0e	TCGA-DU-6542-01A-01-TS1.2df761a9-d682-4929-a925-f0303b108ca7.svs	89ee467c4bedc086d018ca35db80fa0b	130387831	released
3fc9f723-332b-45cf-a1f5-647d4312b06f	TCGA-DU-6542-01A-01-BS1.b7b07c9e-a020-4251-bdd9-0c9a0fc5f4c5.svs	087714f2161c3391b5352224a1c21f99	223779865	released
7e97114a-23e8-4813-a30e-6a4fb480d7d3	TCGA-HT-7686-01A-01-TS1.bb35c0cb-1dc6-4ccd-a8f6-b51f0661103a.svs	a0891a17c43d7dd597ae1a1c1b4162d3	251655897	released
810a35c6-868c-4d61-a46c-a22957a38fc1	TCGA-FG-6690-01A-01-BS1.90c68205-5bfe-4822-a5de-a93e89a195c8.svs	a9eafa95baff74e4a6181dbca7e907d5	38040763	released
afb1a1dd-f4ba-442b-a439-b2c0ef12c434	TCGA-HT-8109-01A-01-TS1.107d7a25-17dc-4e17-969c-aa8eb0a8c2eb.svs	921a9e091f9e948328593322d2e9a6d5	311829391	released
96adb529-5209-4c86-a880-83d7cec60b77	TCGA-HT-8011-01A-01-TS1.8aefa5b6-b68b-467e-b6b0-216a1cfea876.svs	f220cb30f127ce713dfa89fd3ac99869	265055661	released
8efb2af1-8129-43bf-9df8-ad2ea39b5b64	TCGA-DH-5142-01A-01-TS1.4947a076-e18f-4eef-beb5-d3164616a57e.svs	787d65c75d1e0afae291f0427283fadb	61643723	released
db627e37-8125-4856-982c-ebda3f9645ad	TCGA-HT-8104-01A-01-TS1.6e523e90-56ba-4ad1-af17-a997699fda9f.svs	82cae4f1e3f3617c6d0b9b24dbb67b19	128571355	released
ee7682cc-4c09-4d3c-a512-0537c64aebe4	TCGA-HT-7680-01A-01-BS1.69c98861-341f-45c4-926d-97642896f39b.svs	7ab4600dc84208fdf15060d89c749dde	418439101	released
4fa43710-b06c-4568-81fa-e20732908fe5	TCGA-E1-5304-01A-01-BS1.062e4970-750f-441d-a06c-6bbfa2b8c9cc.svs	52e1b18edb401f27f726e9db5bb81060	84017165	released
39ab97c5-5b0a-414c-9c26-7c918b4f473a	TCGA-HW-8322-01A-01-BS1.4f1e4b6b-f71a-4e60-bc7a-6847411b0fc9.svs	ce8cc681d22df52c92491a38437a5f44	385042225	released
764c68c8-9c5c-4bc5-952c-8508b558d996	TCGA-FG-5964-01A-01-BS1.08b3ffb6-38e5-4765-9c92-10a00243fd7a.svs	f4b3fe7837e8f8acebe9c06a89f684ca	83481631	released
9c69e93e-7e9e-426f-ac24-cace36b109a9	TCGA-HT-7692-01A-01-TS1.fd40e69f-381a-433c-8cd6-9f37f3dd9735.svs	d9d4e724299e0140a4cd145548677ca7	574230293	released
d5f8755f-d2f4-42b2-a213-8d7ea6e8baaa	TCGA-HT-7692-01A-01-BS1.de3b2126-b071-4a45-bb92-d52b3405b886.svs	4701d8a013c3e4c4b221ddcd5084d185	625406321	released
df2c440d-6956-474c-ade7-095a23a61902	TCGA-CS-4944-01A-01-BS1.c0346459-f310-44de-8a08-944ae92650d9.svs	f228720b8866d458373cdc7a034fd270	133900781	released
30444787-4e3b-46ea-8624-e622d7db75e5	TCGA-HT-7691-01A-01-BS1.78f215ef-e9f2-485e-b5db-98b266ffd683.svs	d6e1a5a3dc6f58df8708a53781b27ebf	503232795	released
224e1a41-cb81-44fa-89b2-52d07207ce8f	TCGA-HT-8108-01A-01-TS1.11a42049-5c81-43ce-bd17-c53a71c38e45.svs	ea865c3c4d3ef54be278815cd471d45c	153849645	released
634d0401-59c7-42e8-a2ec-492ab18ff12d	TCGA-E1-5302-01A-01-BS1.62de33fb-ad99-4da1-bd87-d85012582464.svs	e1b7122220106b007f36bccbf8bac451	156110645	released
b158abe2-4abc-44cf-a4db-c6e2674549c2	TCGA-DU-7301-01A-01-BS1.ae901cbc-145e-4a07-a4b7-49c1099662d6.svs	2dde7f14f8fbc095b748ee3cdbb0391d	143053739	released
92e33e85-8adb-4c5d-8cc6-cf7456211ea5	TCGA-DB-5279-01A-01-BS1.6f74a1a4-f73a-4e06-9151-a27bfc664e13.svs	8913356c706380e8eb6feac7c0908652	171199149	released
ac884ae4-0a0c-4197-968d-bddc2652c28d	TCGA-HT-8111-01A-01-TS1.9a338afe-4c39-4bbd-8286-70f58c5f5c6f.svs	f4eb38bf4c8baa343ae0a20b5735e1a1	638161355	released
371b155f-6070-493d-9b21-6902784e189e	TCGA-CS-6666-01A-01-BS1.2d9aebc4-73a8-413a-9bb5-41b80eba3625.svs	78de60089e45e70f8c4f0599942b9184	185374415	released
e3fb465e-a9f2-4385-8225-19b8b41bfd3a	TCGA-DU-5847-01A-01-BS1.4093008b-0aea-487c-b84a-c44fa2ebab1a.svs	0572a45a91e3144c50c5645eb3ab3bff	79224917	released
8e5932c8-578f-4ddc-bafd-28a84db774fe	TCGA-HT-8012-01A-01-BS1.cf9bdd6b-841b-4640-b826-06f549ee0427.svs	04c646905bb9a9875d49545534a8af35	273711339	released
7b6df73f-71e2-4038-a6fe-a938173d3f08	TCGA-HT-8012-01A-01-TS1.966a4192-c567-47ef-a088-c13a668d6723.svs	6c7cdbc6df85a026c82a6428591c0ba9	355633725	released
3fb2d8dd-d5d1-487d-8ce0-c9876020532e	TCGA-CS-5394-01A-01-TS1.257e8aca-5abc-4404-8c25-37dd417c1789.svs	862ce52bac8db81637e2ac7cc275f7ae	60302831	released
49c4f704-342f-4cc0-8351-7e2f087a939d	TCGA-DB-5276-01A-01-TS1.55327760-d011-428b-a376-a2b793dbbdc6.svs	1e06fc46eae9012c32eff13bad0bef81	304738899	released
73f69e94-9749-408d-b14c-5e96e75ed8ab	TCGA-HT-8113-01A-01-TS1.fc3a2518-e152-4912-a1ca-07ef1e60091f.svs	a4e65a7f447ed6a9098b248577249384	377454279	released
bb9a6aa9-9ee8-4d87-9a13-a4c5cd0f5db8	TCGA-DU-5852-01A-01-TS1.88615bcd-9b95-4e88-9adf-03de6ff6113b.svs	e6e4826c3a55348566cde5d55bc9f04c	79579127	released
cd41818a-5f54-47ad-96f0-8575c20f1423	TCGA-HT-8558-01A-01-BS1.755b3686-032c-4e92-a99e-3578060aa1ac.svs	6bf0c80c882ee405fb11faaa901084de	175162445	released
